week,region,family,sales,quantity
2019-06-21,2,Combos,22226979,166664
2019-06-21,2,Popcorn,3366978,48579
2019-06-21,2,Other families,8857882,146703
2019-06-21,3,Coffee drinks,379093,5602
2019-06-21,3,Bottled drinks,568780,15191
2019-06-21,3,Combos,25848912,194157
2019-06-21,3,Popcorn,4647098,65131
2019-06-21,3,Other families,14326756,228590
2019-06-21,4,Coffee drinks,233037,3612
2019-06-21,4,Bottled drinks,562199,15770
2019-06-21,4,Combos,27156172,218122
2019-06-21,4,Popcorn,4757964,69646
2019-06-21,4,Other families,12321762,218041
2019-06-28,1,Coffee drinks,211121,3286
2019-06-28,1,Bottled drinks,509079,13962
2019-06-28,1,Combos,24990023,204181
2019-06-28,1,Popcorn,4616023,65330
2019-06-28,1,Other families,9425410,165433
2019-06-28,2,Coffee drinks,112507,1743
2019-06-28,2,Bottled drinks,387366,10604
2019-06-28,2,Combos,17860329,137710
2019-06-28,2,Popcorn,2776553,40645
2019-06-28,2,Other families,7265659,119290
2019-06-28,3,Coffee drinks,351771,5225
2019-06-28,3,Bottled drinks,437232,11781
2019-06-28,3,Combos,19590781,151046
2019-06-28,3,Popcorn,3746133,53209
2019-06-28,3,Other families,10983559,171000
2019-06-28,4,Coffee drinks,227423,3534
2019-06-28,4,Bottled drinks,439504,12478
2019-06-28,4,Combos,21431278,175161
2019-06-28,4,Popcorn,3884758,57307
2019-06-28,4,Other families,9693010,169162
2019-07-05,1,Coffee drinks,214531,3342
2019-07-05,1,Bottled drinks,511079,13971
2019-07-05,1,Combos,24861298,204586
2019-07-05,1,Popcorn,4758732,67577
2019-07-05,1,Other families,9270790,168734
2019-07-05,2,Coffee drinks,106901,1651
2019-07-05,2,Bottled drinks,414050,11318
2019-07-05,2,Combos,18195010,141632
2019-07-05,2,Popcorn,2916245,42528
2019-07-05,2,Other families,7239747,123175
2019-07-05,3,Coffee drinks,357342,5350
2019-07-05,3,Bottled drinks,466198,12461
2019-07-05,3,Combos,21143802,162934
2019-07-05,3,Popcorn,4055654,57399
2019-07-05,3,Other families,11380658,185376
2019-07-05,4,Coffee drinks,214069,3318
2019-07-05,4,Bottled drinks,456333,12850
2019-07-05,4,Combos,21462582,175999
2019-07-05,4,Popcorn,3975627,58418
2019-07-05,4,Other families,9657845,173280
2019-07-12,1,Coffee drinks,178885,2768
2019-07-12,1,Bottled drinks,383569,10512
2019-07-12,1,Combos,17564343,145994
2019-07-12,1,Popcorn,3545129,50984
2019-07-12,1,Other families,6678597,117946
2019-07-12,2,Coffee drinks,96284,1484
2019-07-12,2,Bottled drinks,303675,8405
2019-07-12,2,Combos,12895743,102036
2019-07-12,2,Popcorn,2155663,31814
2019-07-12,2,Other families,5179150,85584
2019-07-12,3,Coffee drinks,289860,4364
2019-07-12,3,Bottled drinks,342971,9304
2019-07-12,3,Combos,14595993,113932
2019-07-12,3,Popcorn,2944808,42022
2019-07-12,3,Other families,8057172,125472
2019-07-12,4,Coffee drinks,186673,2905
2019-07-12,4,Bottled drinks,353279,9967
2019-07-12,4,Combos,15809993,130616
2019-07-12,4,Popcorn,3055286,45364
2019-07-12,4,Other families,7209671,126501
2019-07-19,1,Coffee drinks,272454,4195
2019-07-19,1,Bottled drinks,567872,15467
2019-07-19,1,Combos,27932269,226978
2019-07-19,1,Popcorn,5419115,76571
2019-07-19,1,Other families,10640541,194052
2019-07-19,2,Coffee drinks,139876,2120
2019-07-19,2,Bottled drinks,443558,12103
2019-07-19,2,Combos,20095513,154010
2019-07-19,2,Popcorn,3313338,48119
2019-07-19,2,Other families,8201222,140957
2019-07-19,3,Coffee drinks,456816,6769
2019-07-19,3,Bottled drinks,501211,13388
2019-07-19,3,Combos,22837787,174997
2019-07-19,3,Popcorn,4547950,63779
2019-07-19,3,Other families,12844951,209818
2019-07-19,4,Coffee drinks,267365,4088
2019-07-19,4,Bottled drinks,520314,14572
2019-07-19,4,Combos,25658130,207565
2019-07-19,4,Popcorn,4775863,69550
2019-07-19,4,Other families,11420700,204118
2019-07-26,1,Coffee drinks,215915,3444
2019-07-26,1,Bottled drinks,425369,12295
2019-07-26,1,Combos,18722390,162500
2019-07-26,1,Popcorn,3811894,58580
2019-07-26,1,Other families,7658472,136145
2019-07-26,2,Coffee drinks,108207,1717
2019-07-26,2,Bottled drinks,318857,9155
2019-07-26,2,Combos,12922587,105919
2019-07-26,2,Popcorn,2274257,35471
2019-07-26,2,Other families,5699967,95565
2019-07-26,3,Coffee drinks,330193,5052
2019-07-26,3,Bottled drinks,338605,9621
2019-07-26,3,Combos,13922971,113658
2019-07-26,3,Popcorn,2937502,44676
2019-07-26,3,Other families,8438232,132736
2019-07-26,4,Coffee drinks,216856,3445
2019-07-26,4,Bottled drinks,371283,10987
2019-07-26,4,Combos,16154918,138127
2019-07-26,4,Popcorn,3244177,51344
2019-07-26,4,Other families,7768563,137294
